"Nombre","Tama?o_KB","Ultimo_Giro","Estado","Bot_Asignado"
"max-len.js","13,33","31/01/2026 20:24:14","ACTIVO","N?cleo"
"max-lines-per-function.js","5,91","31/01/2026 20:24:14","ACTIVO","N?cleo"
"max-lines.js","4,3","31/01/2026 20:24:14","ACTIVO","N?cleo"
"max-nested-callbacks.js","2,63","31/01/2026 20:24:14","ACTIVO","N?cleo"
"max-params.js","3","31/01/2026 20:24:14","ACTIVO","N?cleo"
"max-statements-per-line.js","6,58","31/01/2026 20:24:14","ACTIVO","N?cleo"
"max-statements.js","4,47","31/01/2026 20:24:14","ACTIVO","N?cleo"
"multiline-comment-style.js","17,96","31/01/2026 20:24:14","ACTIVO","N?cleo"
"multiline-ternary.js","6,39","31/01/2026 20:24:14","ACTIVO","N?cleo"
"new-cap.js","7,04","31/01/2026 20:24:14","ACTIVO","N?cleo"
"new-parens.js","3,09","31/01/2026 20:24:14","ACTIVO","N?cleo"
"newline-after-var.js","8,64","31/01/2026 20:24:15","ACTIVO","N?cleo"
"newline-before-return.js","6,96","31/01/2026 20:24:15","ACTIVO","N?cleo"
"newline-per-chained-call.js","3,79","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-alert.js","3,75","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-array-constructor.js","4,88","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-async-promise-executor.js","0,98","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-await-in-loop.js","2,44","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-bitwise.js","2,88","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-buffer-constructor.js","1,82","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-caller.js","1,06","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-case-declarations.js","1,82","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-catch-shadow.js","2,46","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-class-assign.js","1,53","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-compare-neg-zero.js","1,62","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-cond-assign.js","4,72","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-confusing-arrow.js","3,16","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-console.js","6,09","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-const-assign.js","1,8","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-constant-binary-expression.js","17,72","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-constant-condition.js","4,36","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-constructor-return.js","1,16","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-continue.js","0,77","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-control-regex.js","3,74","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-debugger.js","0,77","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-delete-var.js","0,83","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-div-regex.js","1,22","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-dupe-args.js","2,33","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-dupe-class-members.js","2,84","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-dupe-else-if.js","4,1","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-dupe-keys.js","3,87","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-duplicate-case.js","1,72","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-duplicate-imports.js","9,79","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-else-return.js","13,09","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-empty-character-class.js","1,89","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-empty-function.js","5,62","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-empty-pattern.js","1,8","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-empty-static-block.js","1,55","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-empty.js","3,13","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-eq-null.js","1,09","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-eval.js","7,37","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-ex-assign.js","1,27","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-extend-native.js","5,29","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-extra-bind.js","5,87","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-extra-boolean-cast.js","10,34","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-extra-label.js","4,17","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-extra-parens.js","42,57","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-extra-semi.js","4,52","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-fallthrough.js","6,8","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-floating-decimal.js","2,51","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-func-assign.js","1,82","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-global-assign.js","2,37","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-implicit-coercion.js","12,3","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-implicit-globals.js","4,52","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-implied-eval.js","4,24","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-import-assign.js","6,03","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-inline-comments.js","2,63","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-inner-declarations.js","3,15","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-invalid-regexp.js","5,82","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-invalid-this.js","4,38","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-irregular-whitespace.js","7,67","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-iterator.js","1,08","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-label-var.js","2,01","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-labels.js","3,29","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-lone-blocks.js","3,24","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-lonely-if.js","3,23","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-loop-func.js","6,87","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-loss-of-precision.js","7,22","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-magic-numbers.js","10,33","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-misleading-character-class.js","15,99","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-mixed-operators.js","6,98","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-mixed-requires.js","6,23","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-mixed-spaces-and-tabs.js","3,38","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-multi-assign.js","1,3","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-multi-spaces.js","4,48","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-multi-str.js","1,57","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-multiple-empty-lines.js","5,45","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-native-reassign.js","2,7","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-negated-condition.js","2,37","31/01/2026 20:24:15","ACTIVO","N?cleo"
"no-negated-in-lhs.js","1,31","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-nested-ternary.js","0,94","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-new-func.js","2,34","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-new-native-nonconstructor.js","1,71","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-new-object.js","1,82","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-new-require.js","1,55","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-new-symbol.js","1,7","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-new-wrappers.js","1,43","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-new.js","0,88","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-nonoctal-decimal-escape.js","4,46","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-obj-calls.js","2,41","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-object-constructor.js","2,85","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-octal-escape.js","1,15","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-octal.js","0,81","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-param-reassign.js","6,21","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-path-concat.js","1,96","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-plusplus.js","2,61","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-process-env.js","1,61","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-process-exit.js","1,69","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-promise-executor-return.js","6,52","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-proto.js","1,07","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-prototype-builtins.js","4,61","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-redeclare.js","4,32","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-regex-spaces.js","5,15","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-restricted-exports.js","5,5","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-restricted-globals.js","6,08","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-restricted-imports.js","23,32","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-restricted-modules.js","5,98","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-restricted-properties.js","5,81","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-restricted-syntax.js","1,66","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-return-assign.js","2,21","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-return-await.js","4,35","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-script-url.js","1,48","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-self-assign.js","4,56","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-self-compare.js","1,67","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-sequences.js","3,92","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-setter-return.js","5,59","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-shadow-restricted-names.js","2,61","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-shadow.js","16,95","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-spaced-func.js","2,54","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-sparse-arrays.js","1,45","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-sync.js","1,84","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-tabs.js","2,39","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-template-curly-in-string.js","0,97","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-ternary.js","0,77","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-this-before-super.js","8,83","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-throw-literal.js","1,06","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-trailing-spaces.js","5,97","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unassigned-vars.js","1,92","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-undef-init.js","2,35","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-undef.js","1,85","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-undefined.js","1,82","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-underscore-dangle.js","9,31","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unexpected-multiline.js","3,4","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unmodified-loop-condition.js","9,8","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unneeded-ternary.js","5,8","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unreachable-loop.js","4,96","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unreachable.js","7,32","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unsafe-finally.js","3,26","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unsafe-negation.js","3,88","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unsafe-optional-chaining.js","5,26","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unused-expressions.js","5,39","31/01/2026 20:24:16","ACTIVO","N?cleo"
"no-unused-labels.js","3,79","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-unused-private-class-members.js","6,13","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-unused-vars.js","47,41","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-use-before-define.js","11,59","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-assignment.js","18,88","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-backreference.js","7,48","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-call.js","2,71","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-catch.js","1,28","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-computed-key.js","5,8","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-concat.js","2,9","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-constructor.js","6,82","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-escape.js","10,81","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-rename.js","4,81","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-useless-return.js","11,67","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-var.js","11,19","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-void.js","1,33","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-warning-comments.js","5,54","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-whitespace-before-property.js","3,79","31/01/2026 20:24:17","ACTIVO","N?cleo"
"no-with.js","0,74","31/01/2026 20:24:17","ACTIVO","N?cleo"
"nonblock-statement-body-position.js","4,31","31/01/2026 20:24:17","ACTIVO","N?cleo"
"object-curly-newline.js","9,88","31/01/2026 20:24:17","ACTIVO","N?cleo"
"object-curly-spacing.js","10,16","31/01/2026 20:24:17","ACTIVO","N?cleo"
"object-property-newline.js","3,67","31/01/2026 20:24:17","ACTIVO","N?cleo"
"object-shorthand.js","18,11","31/01/2026 20:24:17","ACTIVO","N?cleo"
"one-var-declaration-per-line.js","2,92","31/01/2026 20:24:17","ACTIVO","N?cleo"
"one-var.js","18,73","31/01/2026 20:24:17","ACTIVO","N?cleo"
"operator-assignment.js","7,36","31/01/2026 20:24:17","ACTIVO","N?cleo"
"operator-linebreak.js","8,69","31/01/2026 20:24:17","ACTIVO","N?cleo"
"padded-blocks.js","8,7","31/01/2026 20:24:17","ACTIVO","N?cleo"
"padding-line-between-statements.js","16,59","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-arrow-callback.js","11,39","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-const.js","15,41","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-destructuring.js","8,72","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-exponentiation-operator.js","6,57","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-named-capture-group.js","4,93","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-numeric-literals.js","4,4","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-object-has-own.js","3,71","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-object-spread.js","9,27","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-promise-reject-errors.js","4,51","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-reflect.js","3,74","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-regex-literals.js","14,04","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-rest-params.js","2,96","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-spread.js","2,5","31/01/2026 20:24:17","ACTIVO","N?cleo"
"prefer-template.js","10,29","31/01/2026 20:24:17","ACTIVO","N?cleo"
"preserve-caught-error.js","15,89","31/01/2026 20:24:17","ACTIVO","N?cleo"
"quote-props.js","9,89","31/01/2026 20:24:17","ACTIVO","N?cleo"
"quotes.js","10,68","31/01/2026 20:24:17","ACTIVO","N?cleo"
"radix.js","5,42","31/01/2026 20:24:17","ACTIVO","N?cleo"
"require-atomic-updates.js","9,08","31/01/2026 20:24:17","ACTIVO","N?cleo"
"require-await.js","4,46","31/01/2026 20:24:17","ACTIVO","N?cleo"
"require-unicode-regexp.js","7,58","31/01/2026 20:24:17","ACTIVO","N?cleo"
"require-yield.js","1,68","31/01/2026 20:24:17","ACTIVO","N?cleo"
"rest-spread-spacing.js","3,65","31/01/2026 20:24:17","ACTIVO","N?cleo"
"semi-spacing.js","7,21","31/01/2026 20:24:17","ACTIVO","N?cleo"
"semi-style.js","5,12","31/01/2026 20:24:17","ACTIVO","N?cleo"
"semi.js","13,01","31/01/2026 20:24:17","ACTIVO","N?cleo"
"sort-imports.js","8,4","31/01/2026 20:24:17","ACTIVO","N?cleo"
"sort-keys.js","5,74","31/01/2026 20:24:17","ACTIVO","N?cleo"
"sort-vars.js","3,24","31/01/2026 20:24:17","ACTIVO","N?cleo"
"space-before-blocks.js","6,18","31/01/2026 20:24:17","ACTIVO","N?cleo"
"space-before-function-paren.js","5,13","31/01/2026 20:24:17","ACTIVO","N?cleo"
"space-in-parens.js","9,1","31/01/2026 20:24:17","ACTIVO","N?cleo"
"space-infix-ops.js","5,75","31/01/2026 20:24:17","ACTIVO","N?cleo"
"space-unary-ops.js","10,39","31/01/2026 20:24:17","ACTIVO","N?cleo"
"spaced-comment.js","10,98","31/01/2026 20:24:17","ACTIVO","N?cleo"
"strict.js","8,93","31/01/2026 20:24:17","ACTIVO","N?cleo"
"switch-colon-spacing.js","4,59","31/01/2026 20:24:17","ACTIVO","N?cleo"
"symbol-description.js","1,66","31/01/2026 20:24:17","ACTIVO","N?cleo"
"template-curly-spacing.js","4,24","31/01/2026 20:24:17","ACTIVO","N?cleo"
"template-tag-spacing.js","2,99","31/01/2026 20:24:17","ACTIVO","N?cleo"
"unicode-bom.js","1,68","31/01/2026 20:24:18","ACTIVO","N?cleo"
"use-isnan.js","6,96","31/01/2026 20:24:18","ACTIVO","N?cleo"
"valid-typeof.js","4,16","31/01/2026 20:24:18","ACTIVO","N?cleo"
"vars-on-top.js","4,2","31/01/2026 20:24:18","ACTIVO","N?cleo"
"wrap-iife.js","6,75","31/01/2026 20:24:18","ACTIVO","N?cleo"
"wrap-regex.js","2,12","31/01/2026 20:24:18","ACTIVO","N?cleo"
"yield-star-spacing.js","3,9","31/01/2026 20:24:18","ACTIVO","N?cleo"
"yoda.js","9,49","31/01/2026 20:24:18","ACTIVO","N?cleo"
"parser-service.js","1,77","31/01/2026 20:24:17","ACTIVO","N?cleo"
"processor-service.js","2,89","31/01/2026 20:24:17","ACTIVO","N?cleo"
"suppressions-service.js","8,46","31/01/2026 20:24:17","ACTIVO","N?cleo"
"warning-service.js","4,08","31/01/2026 20:24:18","ACTIVO","N?cleo"
"ajv.js","0,91","31/01/2026 20:24:07","ACTIVO","N?cleo"
"assert.js","0,51","31/01/2026 20:24:10","ACTIVO","N?cleo"
"ast-utils.js","0,88","31/01/2026 20:24:10","ACTIVO","N?cleo"
"deep-merge-arrays.js","1,54","31/01/2026 20:24:12","ACTIVO","N?cleo"
"directives.js","0,4","31/01/2026 20:24:12","ACTIVO","N?cleo"
"flags.js","2,66","31/01/2026 20:24:13","ACTIVO","N?cleo"
"logging.js","0,62","31/01/2026 20:24:14","ACTIVO","N?cleo"
"naming.js","2,88","31/01/2026 20:24:14","ACTIVO","N?cleo"
"option-utils.js","1,24","31/01/2026 20:24:17","ACTIVO","N?cleo"
"relative-module-resolver.js","1","31/01/2026 20:24:17","ACTIVO","N?cleo"
"runtime-info.js","5,02","31/01/2026 20:24:17","ACTIVO","N?cleo"
"serialization.js","2,06","31/01/2026 20:24:17","ACTIVO","N?cleo"
"severity.js","1,15","31/01/2026 20:24:17","ACTIVO","N?cleo"
"stats.js","0,62","31/01/2026 20:24:17","ACTIVO","N?cleo"
"string-utils.js","1,51","31/01/2026 20:24:17","ACTIVO","N?cleo"
"text-table.js","2,16","31/01/2026 20:24:17","ACTIVO","N?cleo"
"translate-cli-options.js","7,36","31/01/2026 20:24:18","ACTIVO","N?cleo"
"traverser.js","4,74","31/01/2026 20:24:18","ACTIVO","N?cleo"
"api.js","1,57","31/01/2026 20:24:08","ACTIVO","N?cleo"
"cli.js","14,91","31/01/2026 20:24:11","ACTIVO","N?cleo"
"config-api.js","0,22","31/01/2026 20:24:12","ACTIVO","N?cleo"
"options.js","14,18","31/01/2026 20:24:17","ACTIVO","N?cleo"
"universal.js","0,18","31/01/2026 20:24:18","ACTIVO","N?cleo"
"unsupported-api.js","0,89","31/01/2026 20:24:18","ACTIVO","N?cleo"
"all-files-ignored.js","0,64","31/01/2026 20:24:08","ACTIVO","N?cleo"
"all-matched-files-ignored.js","1","31/01/2026 20:24:08","ACTIVO","N?cleo"
"config-file-missing.js","0,51","31/01/2026 20:24:12","ACTIVO","N?cleo"
"config-plugin-missing.js","0,43","31/01/2026 20:24:12","ACTIVO","N?cleo"
"config-serialize-function.js","0,92","31/01/2026 20:24:12","ACTIVO","N?cleo"
"eslintrc-incompat.js","5,11","31/01/2026 20:24:12","ACTIVO","N?cleo"
"eslintrc-plugins.js","0,91","31/01/2026 20:24:13","ACTIVO","N?cleo"
"extend-config-missing.js","0,41","31/01/2026 20:24:13","ACTIVO","N?cleo"
"failed-to-read-json.js","0,15","31/01/2026 20:24:13","ACTIVO","N?cleo"
"file-not-found.js","0,26","31/01/2026 20:24:13","ACTIVO","N?cleo"
"invalid-rule-options.js","0,63","31/01/2026 20:24:14","ACTIVO","N?cleo"
"invalid-rule-severity.js","0,4","31/01/2026 20:24:14","ACTIVO","N?cleo"
"no-config-found.js","0,51","31/01/2026 20:24:15","ACTIVO","N?cleo"
"plugin-conflict.js","0,51","31/01/2026 20:24:17","ACTIVO","N?cleo"
"plugin-invalid.js","0,64","31/01/2026 20:24:17","ACTIVO","N?cleo"
"plugin-missing.js","0,64","31/01/2026 20:24:17","ACTIVO","N?cleo"
"print-config-with-directory-path.js","0,25","31/01/2026 20:24:17","ACTIVO","N?cleo"
"shared.js","0,53","31/01/2026 20:24:17","ACTIVO","N?cleo"
"whitespace-found.js","0,38","31/01/2026 20:24:18","ACTIVO","N?cleo"
"package.json","7,06","31/01/2026 20:24:18","ACTIVO","N?cleo"
"README.md","19,67","31/01/2026 20:24:18","ACTIVO","N?cleo"
"core-web-vitals.js","1,68","31/01/2026 20:24:06","ACTIVO","N?cleo"
"index.js","7,64","31/01/2026 20:24:07","ACTIVO","N?cleo"
"parser.js","0,35","31/01/2026 20:24:07","ACTIVO","N?cleo"
"typescript.js","2,13","31/01/2026 20:24:08","ACTIVO","N?cleo"
"globals.json","79,52","31/01/2026 20:24:09","ACTIVO","N?cleo"
"index.js","0,06","31/01/2026 20:24:08","ACTIVO","N?cleo"
"package.json","2,6","31/01/2026 20:24:09","ACTIVO","N?cleo"
"readme.md","1,58","31/01/2026 20:24:09","ACTIVO","N?cleo"
"package.json","1,69","31/01/2026 20:24:08","ACTIVO","N?cleo"
"browser.js","6,14","31/01/2026 20:24:08","ACTIVO","N?cleo"
"common.js","5,79","31/01/2026 20:24:09","ACTIVO","N?cleo"
"index.js","0,32","31/01/2026 20:24:09","ACTIVO","N?cleo"
"node.js","4,31","31/01/2026 20:24:09","ACTIVO","N?cleo"
"CHANGELOG.md","12,65","31/01/2026 20:24:09","ACTIVO","N?cleo"
"node.js","0,04","31/01/2026 20:24:09","ACTIVO","N?cleo"
"package.json","1,13","31/01/2026 20:24:09","ACTIVO","N?cleo"
"README.md","20,55","31/01/2026 20:24:09","ACTIVO","N?cleo"
"index.js","1,84","31/01/2026 20:24:07","ACTIVO","N?cleo"
"package.json","0,96","31/01/2026 20:24:07","ACTIVO","N?cleo"
"README.md","1,31","31/01/2026 20:24:07","ACTIVO","N?cleo"
"index.js","11,77","31/01/2026 20:24:07","ACTIVO","N?cleo"
"package.json","1,61","31/01/2026 20:24:07","ACTIVO","N?cleo"
"README.md","12,19","31/01/2026 20:24:08","ACTIVO","N?cleo"
"browser.js","6,14","31/01/2026 20:24:08","ACTIVO","N?cleo"
"common.js","5,79","31/01/2026 20:24:09","ACTIVO","N?cleo"
"index.js","0,32","31/01/2026 20:24:09","ACTIVO","N?cleo"
"node.js","4,31","31/01/2026 20:24:09","ACTIVO","N?cleo"
"CHANGELOG.md","12,65","31/01/2026 20:24:09","ACTIVO","N?cleo"
"node.js","0,04","31/01/2026 20:24:09","ACTIVO","N?cleo"
"package.json","1,13","31/01/2026 20:24:09","ACTIVO","N?cleo"
"README.md","20,55","31/01/2026 20:24:09","ACTIVO","N?cleo"
"CHANGELOG.md","8,87","31/01/2026 20:24:09","ACTIVO","N?cleo"
"contextCompat.js","1,56","31/01/2026 20:24:07","ACTIVO","N?cleo"
"declaredScope.js","0,46","31/01/2026 20:24:07","ACTIVO","N?cleo"
"hash.js","1,47","31/01/2026 20:24:07","ACTIVO","N?cleo"
"ignore.js","2,2","31/01/2026 20:24:08","ACTIVO","N?cleo"
"module-require.js","1,02","31/01/2026 20:24:08","ACTIVO","N?cleo"
"ModuleCache.js","1,65","31/01/2026 20:24:08","ACTIVO","N?cleo"
"moduleVisitor.js","5,33","31/01/2026 20:24:08","ACTIVO","N?cleo"
"package.json","2,29","31/01/2026 20:24:09","ACTIVO","N?cleo"
"parse.js","8,06","31/01/2026 20:24:09","ACTIVO","N?cleo"
"pkgDir.js","0,26","31/01/2026 20:24:09","ACTIVO","N?cleo"
"pkgUp.js","2,06","31/01/2026 20:24:09","ACTIVO","N?cleo"
"readPkgUp.js","1,77","31/01/2026 20:24:09","ACTIVO","N?cleo"
"resolve.js","8,07","31/01/2026 20:24:09","ACTIVO","N?cleo"
"tsconfig.json","0,17","31/01/2026 20:24:09","ACTIVO","N?cleo"
"unambiguous.js","0,92","31/01/2026 20:24:09","ACTIVO","N?cleo"
"visit.js","0,66","31/01/2026 20:24:09","ACTIVO","N?cleo"
"errors.js","0,29","31/01/2026 20:24:10","ACTIVO","N?cleo"
"react.js","0,46","31/01/2026 20:24:12","ACTIVO","N?cleo"
"recommended.js","0,59","31/01/2026 20:24:12","ACTIVO","N?cleo"
"warnings.js","0,2","31/01/2026 20:24:13","ACTIVO","N?cleo"
"electron.js","0,13","31/01/2026 20:24:09","ACTIVO","N?cleo"
"errors.js","0,3","31/01/2026 20:24:10","ACTIVO","N?cleo"
"react-native.js","0,28","31/01/2026 20:24:12","ACTIVO","N?cleo"
"react.js","0,4","31/01/2026 20:24:12","ACTIVO","N?cleo"
"recommended.js","0,61","31/01/2026 20:24:12","ACTIVO","N?cleo"
"stage-0.js","0,2","31/01/2026 20:24:13","ACTIVO","N?cleo"
"typescript.js","0,93","31/01/2026 20:24:13","ACTIVO","N?cleo"
"warnings.js","0,22","31/01/2026 20:24:13","ACTIVO","N?cleo"
"consistent-type-specifier-style.md","2,76","31/01/2026 20:24:13","ACTIVO","N?cleo"
"default.md","1,97","31/01/2026 20:24:13","ACTIVO","N?cleo"
"dynamic-import-chunkname.md","3,21","31/01/2026 20:24:13","ACTIVO","N?cleo"
